courier,week,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
107231,8,-105,105,75,0.0933,0.9067,110.52,0.0933,3938.6533,0.7733,8.83844267,62,17.752,5.43546667,0.8133,39.25396825,3,16
107556,7,-10,28,43,0.0233,0.9767,135.0233,0.1163,2714.0465,0.8837,9.82093256,16,18.25465116,5.53860465,0.8837,65.63194444,1,3
107556,11,2,18,10,0,1,100,0,3714.4,0.9,8.52833,4,18.315,4.675,1,32.15740741,1,4
107629,8,-13,20,24,0,1,124.9583,0,2074.4583,1,9.25555,7,25.93541667,5.06916667,1,56.1125,2,11
107949,0,15,72,57,0.2105,0.7895,100,0.0877,5910.7368,0.614,10.35994386,27,16.46491228,5.88859649,0.6491,44.6720679,1,12
107949,1,-15,87,100,0.07,0.93,100,0.04,4294.23,0.77,9.464003,37,18.3197,5.0925,0.83,59.06321839,1,9
107949,2,44,72,97,0.1753,0.8247,106.9691,0.0412,4515.866,0.7113,9.65257835,32,18.63113402,5.45659794,0.7113,64.30092593,1,14
107949,3,-12,116,90,0.0889,0.9111,108.5111,0.0667,4320.3444,0.7111,10.02759667,36,17.66766667,5.40844444,0.8111,36.02011494,6,9
107949,4,14,104,89,0.0899,0.9101,115.1798,0.0337,4059.4719,0.7753,9.11704045,30,19.07977528,5.43348315,0.8539,40.99759615,1,7
107949,5,-5,118,75,0.1333,0.8667,100.2667,0.0133,4200.2267,0.68,8.982,23,16.5884,4.98653333,0.8,30.5430791,1,8
107949,6,-4,113,79,0.1646,0.8354,100,0,4005.8861,0.7089,10.33481013,43,22.49886076,4.93291139,0.7342,35.51597837,1,11
107949,7,-2,109,81,0.1481,0.8519,100,0.0123,3576.8025,0.716,9.9607,53,17.82938272,4.71716049,0.7531,35.117737,1,5
107949,9,2,104,61,0.082,0.918,100,0,3657.5902,0.7705,9.70219016,53,19.84229508,4.80344262,0.8033,25.62767094,1,4
107949,10,-5,106,72,0.0833,0.9167,100,0.0139,4223.3056,0.7222,9.06434861,38,19.29666667,5.06888889,0.8194,32.41850105,1,6
107953,0,-49,90,10,0,1,100,0,4451.7,0.7,11.61166,3,23.043,5.29,0.7,7.34537037,2,7
107953,1,-22,41,32,0.125,0.875,100,0.0938,5742.2188,0.6875,7.20364688,6,22.010625,5.8921875,0.5313,54.69647696,4,12
107953,2,-11,19,7,0,1,100,0.1429,5067.7143,0.8571,8.11904286,1,19.46,5.49285714,0.8571,29.54824561,1,2
107955,4,-37,37,10,0,1,100,0,4232.1,1,14.22666,4,19.565,5.427,0.9,19.89489489,1,4
108036,0,-16,51,22,0.0455,0.9545,100,0.0455,3869.9091,0.8636,10.43333182,10,19.98363636,4.98227273,0.9091,21.24673203,1,8
108036,1,62,35,21,0.0476,0.9524,100.9524,0.0476,4907,0.7143,10.02380952,7,18.72809524,5.10428571,0.8095,28.1452381,1,5
108036,2,-18,97,75,0.12,0.88,107.1067,0.0667,5429.0533,0.68,8.04622533,23,16.53626667,5.97333333,0.7733,36.86454754,1,7
117146,0,-16,16,19,0,1,101.0526,0,3215.2632,0.6842,12.31140526,14,19.93263158,6.50842105,0.2105,69.08159722,1,2
117146,3,-8,29,5,0,1,100,0,3240.6,0.6,4.33332,0,30.38,5.61,0.8,8.009578544,1,2
117146,5,-20,20,16,0,1,100,0,4311.8125,0.4375,13.7739625,10,19.40625,7.82875,0.375,66.33194444,2,7
119103,0,13,67,89,0.1348,0.8652,130.3596,0.0449,3772.0899,0.7416,11.79681124,44,18.15786517,5.96865169,0.7416,73.60862355,1,25
119103,1,-7,80,116,0.1207,0.8793,111.6466,0.0431,4322.6897,0.7414,8.03175,34,15.15215517,5.27551724,0.7759,69.46388889,2,13
119103,2,-12,73,116,0.1466,0.8534,105.8276,0.0862,4291.25,0.681,8.89095,41,16.71439655,5.19068966,0.7931,87.61415525,4,13
119103,3,77,61,76,0.0789,0.9211,119.3553,0.0658,5376.8421,0.7632,10.98223947,37,19.48907895,6.39105263,0.8553,76.48041894,5,8
119103,4,31,138,79,0.0886,0.9114,100,0.0886,4787.2025,0.7595,9.37658101,27,15.45037975,5.13037975,0.8354,34.26811594,4,10
119103,5,-21,169,101,0.1188,0.8812,101.3861,0.0198,4118.7129,0.6733,10.16204356,45,19.60435644,5.09108911,0.7228,32.87623274,4,20
119103,6,11,148,63,0.1905,0.8095,103.9683,0,4024.9683,0.6984,8.68969048,52,17.34428571,5.03634921,0.7143,23.28134384,2,9
119103,8,19,137,64,0.1563,0.8438,100,0,3475.6875,0.75,8.7859375,56,18.51484375,4.410625,0.8438,22.78852393,1,9
119103,9,-8,156,88,0.0682,0.9318,100,0,4031.2273,0.7841,9.41344659,61,19.49659091,4.58863636,0.8409,28.36930199,1,10
119103,11,1,146,78,0.0256,0.9744,100,0.0128,4509.1795,0.8077,7.65064487,56,18.60666667,5.01653846,0.8462,28.07895738,4,5
121755,0,15,35,55,0.2182,0.7818,121,0.0545,2631.4,0.6,9.10727455,17,16.28327273,5.08327273,0.6545,78.21349206,2,42
121755,1,-6,50,72,0.0972,0.9028,135.5694,0.0972,2329.1944,0.6389,9.52755139,22,20.42694444,5.47,0.7361,68.55166667,2,21
121755,2,5,44,54,0.2407,0.7593,100,0.0926,2496.6111,0.5556,7.45771296,16,13.68722222,3.95740741,0.6296,61.06439394,2,30
121755,3,-4,49,66,0.0758,0.9242,104.2424,0.0152,2346.7121,0.697,7.39090758,14,17.28484848,4.22757576,0.7424,60.63888889,2,28
121755,4,11,45,71,0.1549,0.8451,114.2817,0.1127,2368.0704,0.6901,8.22276761,18,18.4115493,4.59126761,0.7183,73.01728395,1,19
121755,6,14,109,63,0.1746,0.8254,100.9524,0.0476,2186.3968,0.5238,8.00793651,47,17.00015873,3.90603175,0.6825,25.67329256,1,24
121755,8,54,81,66,0.1667,0.8333,100,0.1364,2011.8788,0.6515,8.30151515,38,16.42363636,3.91393939,0.6818,38.07578875,2,18
121755,10,-112,129,113,0.0088,0.9912,113.9027,0.177,1889.2832,0.885,7.30280354,40,18.19415929,4.34902655,0.885,29.19078381,2,32
121827,4,-22,22,31,0.0323,0.9677,102.5806,0.0645,2432.1613,0.9032,10.03119355,11,17.84,4.1816129,0.9355,70.76136364,1,15
121827,6,-12,39,37,0.0811,0.9189,100,0,2195.5405,0.7027,8.24369459,13,19.30621622,3.83459459,0.7027,44.97008547,3,18
121827,8,-4,37,33,0.0606,0.9394,100,0.0606,1982.2121,0.7576,9.85606061,15,17.75515152,3.96515152,0.7879,55.42792793,1,16
121827,9,5,33,47,0.0213,0.9787,100,0.0426,2419.7021,0.766,8.64645745,14,18.2493617,4.09148936,0.8936,74.28198653,1,10
121827,10,9,38,33,0,1,101.8182,0.1515,2480.4545,0.9091,7.71110909,9,20.93484848,4.12393939,0.9091,44.04459064,1,14
121827,11,-4,47,42,0.0238,0.9762,100,0.0476,2445.9048,0.881,7.45872857,12,19.36904762,3.93071429,0.8571,49.62706856,1,22
125035,0,-18,40,38,0.0526,0.9474,100.7895,0,4617.7368,0.8421,11.71359211,21,27.96868421,5.33815789,0.8421,57.60277778,2,11
125035,1,11,22,26,0.0769,0.9231,100,0.0769,5481.5385,0.8077,11.37883846,12,21.29846154,5.88730769,0.8462,72.28535354,1,2
125035,3,-12,35,45,0.0222,0.9778,121.4444,0.0444,5514.9556,0.9333,10.40444222,19,18.87555556,6.85911111,0.9111,71.34365079,4,2
125035,4,7,23,35,0,1,100,0.0857,4382.6286,0.9143,13.37524,22,21.938,5.32342857,1,92.61956522,5,3
125035,5,37,30,42,0.0238,0.9762,100,0.0238,4941.5238,0.881,11.2861119,21,19.64880952,5.33166667,0.9048,77.15833333,4,6
125035,6,6,67,58,0.0345,0.9655,100,0,3547.6552,0.931,10.06436379,28,21.89051724,4.65603448,0.9138,43.67205638,4,2
125035,7,-51,73,68,0.0294,0.9706,100,0,4111.9706,0.9265,9.32842941,35,19.32838235,4.90044118,0.8824,45.97374429,1,6
125035,11,-78,78,57,0.0175,0.9825,100,0,3776.3333,0.9298,10.66198772,33,21.64403509,4.76403509,0.8947,34.65776353,2,7
132223,0,1,14,19,0,1,100,0,2559.3684,0.8947,11.36317368,9,19.28684211,4.05421053,0.8421,59.19642857,1,3
132223,2,2,16,35,0,1,124.2,0.1429,2699.4,0.8571,12.92285143,17,22.24028571,5.72857143,0.8857,108.8263889,2,10
132223,6,0,20,25,0,1,104,0,1540.8,1,10.032668,10,18.9904,3.848,1,45.0125,1,1
132223,7,-8,20,31,0,1,103.871,0.0323,2140.7097,0.9677,11.71075484,15,21.89516129,4.21322581,0.9355,73.19305556,1,2
132223,8,33,12,20,0,1,100,0.05,2299.85,0.95,11.92917,9,21.2125,4.184,0.95,77.05787037,2,1
132223,9,-45,45,21,0,1,100,0,2431.619,0.9048,11.18730476,27,22.93095238,4.20666667,0.9524,21.46790123,1,1
132223,11,8,49,17,0,1,136.2941,0,1888.9412,0.8824,8.20490588,32,17.76705882,5.29058824,0.8824,12.69331066,2,1
132228,0,-5,18,28,0.0714,0.9286,101.4286,0.1071,6240.7143,0.8571,8.31666786,9,23.325,5.84321429,0.8571,100.4799383,1,2
132228,1,15,13,19,0,1,102.1053,0.2105,9048.3684,0.8947,7.48684211,6,18.99526316,7.10315789,0.9474,110.8974359,1,2
132228,2,-14,28,42,0,1,100,0.119,4796.3095,0.9524,9.71309286,15,20.0747619,5.19714286,0.9524,92.28968254,1,1
132228,4,-11,27,40,0.05,0.95,122.675,0.35,6231.425,0.825,9.346255,9,21.31175,6.61075,0.85,97.16358025,2,10
132228,6,1,25,43,0,1,117.7907,0.1163,6219.5349,0.9302,8.21898605,11,29.44651163,6.30186047,0.8837,93.48222222,2,5
132228,7,-5,26,43,0.0233,0.9767,134.2093,0.0698,3358.907,0.9535,11.36782558,23,20.8255814,5.61069767,0.9535,79.38568376,3,5
132228,8,21,21,45,0,1,127.6667,0.2222,2798.0444,0.9556,8.97148889,18,19.49444444,5.18977778,0.9556,93.96957672,1,3
132228,9,26,42,25,0,1,100,0.08,4324,0.92,9.32866,20,28.0224,4.7216,0.92,29.72883598,3,2
132228,10,-17,68,59,0.0169,0.9831,125.2712,0.2542,3221.2542,0.9322,7.49603898,26,17.65830508,4.98,0.9322,35.26879085,2,10
132228,11,1,51,40,0,1,134.525,0.025,2683.875,1,8.05958,20,21.0175,5.29025,1,31.97821351,2,2
132788,1,20,37,36,0,1,102.5,0,3974.1111,0.6111,10.58657778,17,22.34166667,7.36111111,0.4167,73.1951952,2,22
132788,3,-18,66,70,0.0714,0.9286,100.5714,0.0143,4393.3429,0.4857,8.43047,26,18.42771429,7.34442857,0.3143,74.05176768,2,62
132788,4,20,48,54,0.0926,0.9074,103.3333,0,4620.3519,0.5185,9.77006111,27,21.75111111,7.9437037,0.3333,78.97858796,1,28
132788,5,-44,68,66,0,1,99.5455,0.0152,4023.8939,0.6818,9.38561061,27,26.58606061,7.17636364,0.3485,66.53594771,1,85
132788,6,-9,24,20,0,1,114.6,0,4325,0.7,9.899165,7,40.965,8.919,0.4,57.18518519,1,12
132788,8,-8,8,3,0,1,100,0,4114.6667,1,10.4111,1,20.98333333,7.37666667,0.6667,26.21180556,1,2
132938,10,-45,68,32,0.0313,0.9688,102.5,0,4817.2188,0.7188,6.92760313,10,19.695,6.9353125,0.375,22.3255719,1,11
134686,0,-7,56,102,0.1863,0.8137,113.9314,0.0588,2142.1569,0.5294,8.03725392,31,18.50803922,4.40039216,0.5686,65.15922619,2,30
134686,1,-8,49,73,0.0685,0.9315,134.9315,0.0685,2083.4384,0.6986,9.44634384,27,21.78890411,5.25164384,0.7671,55.23979592,3,17
134686,2,6,41,68,0.1765,0.8235,118.8529,0.1618,2021.0294,0.6324,9.04681176,24,20.575,4.66117647,0.6471,60.76490515,1,6
134686,3,9,47,66,0.0909,0.9091,126.1364,0,2233.6818,0.7121,6.70428939,13,16.88454545,4.77333333,0.7424,43.10283688,2,10
134686,4,8,56,129,0.1318,0.8682,114.7442,0.0233,1842.6279,0.7519,7.34340853,29,17.19465116,4.34534884,0.7597,69.37996032,1,9
134686,5,2,64,92,0.087,0.913,102.3913,0.0217,1718.3804,0.7935,8.59946087,30,16.46478261,3.86804348,0.8478,45.27951389,3,9
134686,6,-3,66,65,0.1846,0.8154,113.1538,0.0154,2071.4154,0.6154,8.20230769,19,15.95476923,4.27030769,0.6615,31.4760101,4,20
134686,7,-6,63,76,0.0658,0.9342,110.2105,0.0395,1791.8553,0.8816,9.69495789,37,16.47013158,4.2275,0.8684,40.84656085,4,7
134686,8,-4,57,91,0.0879,0.9121,114.6044,0.044,1849.6044,0.8132,9.02728791,30,18.93769231,4.35318681,0.8242,59.41764133,7,29
134686,9,54,53,67,0.0149,0.9851,100,0.0299,2048.2537,0.8507,7.81417612,15,24.07283582,3.88044776,0.8657,49.08857442,2,19
134686,10,40,107,124,0.0161,0.9839,112.6855,0.129,2083.9758,0.75,7.01290161,46,18.24370968,4.38620968,0.7984,37.62720665,9,34
134686,11,-13,147,82,0,1,100,0.061,2158.1951,0.6829,6.83129512,65,16.21329268,3.77256098,0.7439,18.03061224,1,33
136292,0,-30,34,58,0.069,0.931,100,0,5026.2241,0.6552,9.30574828,21,21.4487931,5.36086207,0.7414,92.66094771,2,10
136292,3,15,21,33,0.0606,0.9394,101.8182,0.0909,5482.4848,0.8485,13.39747576,21,23.28181818,5.80484848,0.9091,96.11640212,1,11
136292,4,-36,36,47,0.1064,0.8936,100,0.0638,4129.6809,0.766,10.69077447,22,18.72723404,4.87404255,0.8298,77.23611111,1,2
140374,0,-6,50,85,0.0941,0.9059,120.7765,0.0824,5177.3765,0.7529,9.52627294,26,19.79894118,6.59788235,0.8,80.19277778,4,10
140374,1,-18,44,55,0.0364,0.9636,100,0.0364,6050.4,0.7455,10.04908909,21,22.74,6.11745455,0.8182,61.51704545,4,4
140374,7,-41,59,88,0.0227,0.9773,101.1136,0.0114,4063.2955,0.8636,7.59280568,23,19.46102273,4.94352273,0.8523,63.95244821,1,5
140374,8,-7,18,8,0,1,100,0,6164,1,9.0229125,3,27.98,6.115,1,22.19444444,1,1
142599,0,-1,53,88,0.0909,0.9091,110.4432,0.1023,4868.7273,0.75,9.72784091,29,22.44738636,5.81102273,0.7727,93.51205451,1,25
142599,1,-20,52,78,0.1795,0.8205,111.9359,0.0769,4814.3974,0.6026,9.08674872,33,18.50769231,5.7774359,0.6667,87.97702991,3,32
142599,2,16,32,35,0.0571,0.9429,100,0.1143,4503.1143,0.6,9.06238,11,17.27142857,4.90142857,0.7429,63.05381944,1,14
142599,3,-48,48,53,0.1509,0.8491,100,0.0943,4181.3208,0.717,7.28490755,14,18.06264151,4.77528302,0.7736,53.42766204,1,5
142687,1,1,13,21,0.1429,0.8571,100,0.0476,4384.5714,0.8571,8.0698381,6,25.92952381,5.0847619,0.8571,76.60897436,1,6
142687,2,1,14,22,0,1,120.6364,0.1364,5286.8182,0.8182,11.21818182,12,22.94818182,6.87136364,0.8182,86.90079365,1,4
143065,0,-7,51,78,0.0769,0.9231,100,0.0128,5472.8333,0.7179,8.95277179,29,18.05923077,5.65217949,0.8077,84.64542484,5,18
143065,1,13,44,67,0.0746,0.9254,107.0299,0.0597,5774.0299,0.7612,7.83954478,16,20.75492537,6.21880597,0.791,86.68686869,2,2
143065,2,-13,57,91,0.0879,0.9121,107.3956,0.0549,5485.2967,0.7473,7.89048022,22,18.4943956,5.99714286,0.8022,84.92300195,2,29
143065,3,19,44,74,0.0541,0.9459,111.7568,0.1216,5889.1622,0.8378,7.90788784,19,19.08405405,6.73540541,0.8649,79.20517677,3,9
143065,4,3,63,99,0.1616,0.8384,107.8889,0.0101,4913.8788,0.6162,8.37053939,30,17.15070707,5.81060606,0.6869,83.94091711,6,19
143065,5,0,66,100,0.14,0.86,108.88,0.07,5287.82,0.63,8.150661,25,19.4004,6.0645,0.71,83.92592593,4,33
143065,6,-13,66,102,0.1765,0.8235,100,0.0196,4594.9314,0.6373,7.52058922,23,19.10362745,5.17431373,0.7059,72.37542088,1,14
143065,7,2,53,82,0.122,0.878,100,0,4790.8415,0.6707,8.30121829,20,15.41487805,5.24097561,0.7805,81.31708595,2,12
143065,8,10,55,94,0.1702,0.8298,100.3191,0.0532,4114.234,0.6277,7.86826489,24,14.77914894,4.86404255,0.6915,84.08737374,6,15
143065,9,0,65,101,0.0693,0.9307,100,0.0099,4903.3267,0.7525,7.78102277,25,20.11643564,5.33673267,0.7822,77.23461538,1,15
143065,10,1,65,90,0.0778,0.9222,100,0.0111,4938,0.7444,8.58055333,30,19.87322222,5.409,0.8,67.54487179,1,8
143065,11,-6,66,105,0.0381,0.9619,100,0.0381,5050.6857,0.7429,7.38317429,24,19.37228571,5.27771429,0.8286,77.09722222,4,18
143165,0,-1,21,30,0.1,0.9,142.2,0.2,2594.4667,0.8333,8.22834,8,24.70833333,5.76666667,0.8333,58.27248677,1,3
143175,1,-26,26,15,0,1,165.6,0.2,2798.6,0.6,10.80221333,6,16.03066667,7.716,0.6667,30.46474359,1,5
143227,1,-13,66,82,0.1098,0.8902,100,0.0366,3938.1707,0.6707,8.92723171,34,17.76426829,4.74878049,0.7195,79.74074074,3,16
143227,3,-14,47,47,0.1489,0.8511,100.4255,0.0638,4893.4894,0.6596,8.93368085,16,17.55446809,5.23787234,0.7234,75.02718676,2,13
143227,4,8,33,39,0.0769,0.9231,104.6154,0.3333,5363.1795,0.8205,8.51196923,13,23.60333333,5.43333333,0.7436,78.73063973,2,12
143227,5,-7,41,46,0.0435,0.9565,102.1739,0.0435,4081.1087,0.7174,9.94274783,15,23.12108696,5.04673913,0.7609,78.07384824,1,8
143227,6,8,34,46,0.0652,0.9348,102.1739,0.087,3797.5652,0.8478,10.71268261,20,19.05195652,4.81869565,0.8261,81.73529412,2,4
143227,7,-21,42,45,0.1333,0.8667,102.4444,0.0667,3915.4667,0.7111,9.44740667,19,21.47866667,4.91666667,0.7111,73.1494709,1,11
143227,10,9,33,57,0.0175,0.9825,111.1754,0.1754,4041.7719,0.8772,6.38655088,13,19.82122807,5.16421053,0.8772,96.76010101,3,7
143227,11,-11,42,56,0,1,109.9107,0.0357,3979.375,0.875,8.83155179,20,19.47625,5.2,0.8929,77.34126984,9,11
143692,7,38,24,14,0,1,100,0,3884.3571,0.7143,8.50476429,5,25.17571429,7.17785714,0.3571,30.6087963,1,4
143692,8,-62,62,62,0.0968,0.9032,100.3226,0,4149.1452,0.629,8.5871,21,19.1183871,7.36419355,0.4677,54.76926523,1,16
146182,0,-3,19,15,0.2,0.8,100,0,5517.4,0.4667,8.25000667,5,17.55266667,8.646,0.5333,48.78070175,1,11
146182,3,-23,30,37,0.027,0.973,101.8919,0.027,4938.973,0.4595,7.41351351,14,24.2727027,8.26432432,0.5405,70.00925926,2,39
146201,4,-8,8,13,0.0769,0.9231,100,0.2308,4609.6154,0.7692,8.07178462,3,24.29615385,5.04923077,0.7692,91.77777778,1,3
146869,0,-3,35,68,0.0735,0.9265,116.8235,0.1471,3570.4559,0.8529,9.46715882,24,20.23235294,5.33647059,0.8382,86.92222222,2,14
146869,1,-32,32,63,0.0794,0.9206,134.5397,0.254,3050.254,0.7619,10.08598254,22,17.07555556,5.9915873,0.873,86.99565972,2,3
146869,5,-49,49,74,0.2432,0.7568,101.4865,0.0541,4011.4459,0.5946,7.26937027,14,15.88054054,4.78689189,0.7027,73.48582766,2,10
146869,9,-48,48,60,0.1167,0.8833,101.6667,0.1,4392.1667,0.7,7.23583667,10,18.99683333,4.9965,0.7833,64.25752315,1,4
147622,0,-3,31,38,0.0789,0.9211,100,0.0526,5753.4737,0.7105,15.01271842,21,18.81631579,6.10894737,0.6842,76.74641577,3,17
147622,2,11,30,50,0,1,103.8,0.04,5022.6,0.9,10.580336,20,20.7858,5.7742,1,87.73888889,1,3
147622,3,1,41,62,0.0161,0.9839,109.7097,0.129,5367.9677,0.871,11.28172097,32,20.58370968,6.2666129,0.8871,85.19376694,2,2
147622,4,0,42,64,0.0156,0.9844,100,0.0313,4758,0.9219,10.54192969,25,18.69375,5.43046875,0.9219,86.76984127,2,4
147622,5,-34,42,55,0.0727,0.9273,101.0909,0.0364,4201.7273,0.8,11.28514727,26,16.20836364,5.21781818,0.8545,66.85780423,3,10
147622,6,-8,8,10,0,1,100,0,2793.4,0.7,12.20333,7,18.592,4.387,0.9,62.86805556,3,3
147622,11,2,20,33,0,1,100,0,3958.4545,0.9091,9.16515455,11,18.35454545,4.88333333,0.9091,74.29027778,1,2
148019,1,14,7,8,0,1,100,0,5925,1,6.0916625,0,16.9,5.8625,0.875,56.69444444,1,2
148019,3,23,14,21,0.0476,0.9524,100,0.0476,5496.619,0.9048,7.12301905,4,14.81190476,5.67666667,0.9048,67.91269841,2,3
148019,4,-25,37,64,0.0781,0.9219,108.6094,0.0781,5494.8438,0.8125,8.70651406,22,20.96359375,6.1325,0.8438,91.22597598,2,11
152715,0,-2,34,56,0.0179,0.9821,111.4643,0.1607,4937.9286,0.7857,8.71369107,19,24.43803571,6.2625,0.8393,79.22794118,1,8
152715,1,-3,32,50,0,1,100,0.08,5492.88,0.94,8.736998,18,21.5896,5.7586,0.9,79.828125,1,5
152715,2,-4,29,49,0,1,107.5102,0.0204,4950.6327,0.8776,9.95238367,17,18.70897959,5.98265306,0.898,95.79118774,1,7
152715,4,-5,31,48,0,1,101.8125,0.0208,4280.875,0.9375,12.27812083,24,22.97104167,5.31020833,0.9375,84.28046595,2,1
152715,5,5,26,32,0,1,100,0.0625,4087.9688,0.875,13.065625,19,20.204375,4.931875,0.875,60.55235043,2,9
152715,6,0,31,46,0,1,114.6957,0,2033.1957,0.9783,10.47427609,17,20.47869565,4.51586957,0.9783,52.35035842,1,1
152715,8,-2,27,38,0.0263,0.9737,100.7895,0.0263,2506.4211,0.8947,8.42236053,14,22.64184211,4.28026316,0.8684,58.0781893,1,1
152715,10,0,29,46,0,1,114.6957,0,2850.3478,1,7.15833043,12,18.44565217,4.82108696,1,61.43773946,1,3
153347,1,13,45,41,0.1463,0.8537,100,0.0488,4254.8537,0.7073,7.09023659,8,18.24,4.78926829,0.7073,46.00432099,1,5
153347,2,-10,58,95,0.1368,0.8632,100,0.0421,4274.7474,0.7368,8.06000105,29,17.67526316,4.92178947,0.8,84.64176245,4,13
153347,4,14,51,88,0.1136,0.8864,119.3864,0.1477,4173.6932,0.7386,8.24829545,27,17.16579545,5.70181818,0.7273,86.26034858,2,21
153347,6,5,64,81,0.1235,0.8765,101.4815,0,4189.1235,0.7037,8.82201605,24,22.3908642,4.98641975,0.7037,64.41753472,3,18
153347,8,-4,45,71,0.1831,0.8169,100.4225,0.0563,3599.0986,0.6197,7.78896901,20,18.82802817,4.42830986,0.7183,68.69506173,2,19
153347,10,-11,47,50,0.08,0.92,100,0,3611.72,0.72,7.968006,15,17.9502,4.5878,0.88,47.74231678,1,10
153347,11,-29,36,23,0.0435,0.9565,100,0,3331.087,0.7826,6.84855652,5,18.14869565,4.41173913,0.7826,30.01003086,1,2
153466,1,28,40,47,0.0426,0.9574,100,0.0851,5079.234,0.8085,10.97765957,24,20.3087234,5.52978723,0.8723,84.83819444,2,13
153466,2,-36,68,62,0.0484,0.9516,100,0.1129,6137.6774,0.7419,9.70537903,26,18.51516129,6.01693548,0.7419,75.96936275,2,30
153466,3,6,32,36,0,1,104.1667,0.0556,5418.6944,0.75,11.34860833,14,19.51888889,6.03555556,0.8611,76.62586806,2,33
153466,4,13,38,37,0.027,0.973,100.5405,0.0541,5773.8919,0.8378,8.67387297,10,16.14243243,5.57783784,0.8919,62.26169591,1,9
153466,5,-15,51,51,0.0196,0.9804,101.7647,0.0588,5251.1569,0.902,9.7928098,13,19.04411765,5.72313725,0.8627,71.17810458,2,19
153466,7,-1,48,48,0.0417,0.9583,100.4167,0.0208,4320,0.8333,10.44096667,24,18.28291667,4.96333333,0.8958,60.73090278,1,17
153466,8,-21,47,31,0,1,100.6452,0,5540.6774,0.9032,12.76720645,16,19.08419355,5.45967742,0.9032,48.69858156,2,16
153466,9,3,26,33,0,1,100,0.0606,4128.8788,0.9697,10.14140303,11,21.82333333,5.01212121,0.9394,73.32799145,1,9
153466,11,-1,16,18,0,1,100,0,3768.6667,0.9444,8.71018333,5,14.46388889,4.62388889,1,59.37152778,2,3
157230,1,12,23,37,0.2432,0.7568,100,0.027,5067.8378,0.5676,8.35540541,12,20.84540541,5.40756757,0.5946,93.36835749,2,9
157230,3,-18,35,53,0.2453,0.7547,104.9057,0.0189,4988.8491,0.4717,11.10063396,25,17.13849057,5.72396226,0.5283,87.17857143,3,9
157230,4,20,17,14,0.2143,0.7857,100,0.1429,7334.2857,0.4286,16.59285714,11,20.21142857,7.31785714,0.5,71.21895425,1,7
157239,0,15,48,75,0.0667,0.9333,109.8267,0.0667,5376.1467,0.6533,8.20021867,20,26.53226667,6.36626667,0.7333,84.17013889,2,20
157239,1,-3,63,97,0.1649,0.8351,103.8866,0.0722,5420.0619,0.6186,6.89089588,14,16.84412371,5.89041237,0.6907,79.07363316,2,18
157239,2,-8,60,89,0.0787,0.9213,100,0.1011,6225.7416,0.5281,8.3582382,26,19.37157303,5.78179775,0.6404,77.4462963,3,33
157239,3,11,52,59,0.1864,0.8136,102.5424,0.0339,5913.8644,0.678,7.67373051,17,19.14508475,6.06932203,0.7797,63.61858974,1,20
157239,4,2,63,103,0.1165,0.8835,113.3107,0.0388,4556.0777,0.6699,7.79255631,27,18.50116505,5.70067961,0.7087,73.5154321,3,26
157239,5,-13,65,97,0.134,0.866,115.732,0.0515,4772.3918,0.701,8.50738557,31,17.41536082,5.73257732,0.7938,70.38974359,5,29
157239,6,26,52,66,0.1667,0.8333,100.303,0,3974.8939,0.7121,8.12399394,21,20.90242424,4.75060606,0.7273,59.33279915,2,13
157239,7,-3,78,101,0.1782,0.8218,106.6931,0,3434.6832,0.6733,8.40181287,36,16.01534653,4.79960396,0.7228,54.17913105,1,9
157239,8,10,75,123,0.122,0.878,107.3415,0.0325,4784.1789,0.7073,7.57777561,25,18.65869919,5.56268293,0.7886,80.33148148,2,16
157239,9,-20,85,123,0.0976,0.9024,110.9837,0.0244,3668.6016,0.7236,7.7428187,28,16.56471545,5.12195122,0.8049,62.64738562,4,19
157239,10,-1,65,82,0.1098,0.8902,100.2439,0.0122,3743.622,0.7317,8.12682439,25,19.61926829,4.79829268,0.8293,55.71410256,1,10
157239,11,-29,64,82,0.0244,0.9756,100,0.0122,3952.9024,0.9146,9.75772439,31,19.99012195,4.87317073,0.9146,59.81553819,4,7
157665,1,20,36,60,0.05,0.95,107.5167,0,5013.9333,0.8,8.15110667,22,18.56666667,5.73333333,0.85,72.82716049,2,4
157665,2,4,56,79,0.1139,0.8861,109.9494,0.1013,5464.0886,0.6835,8.48775823,26,18.67936709,6.21367089,0.7595,71.73263889,1,19
157665,3,-12,60,87,0.069,0.931,107.1379,0.0345,5106.8966,0.7011,9.2863954,25,18.9391954,5.77747126,0.7931,71.73888889,3,19
157665,5,5,44,55,0.0364,0.9636,112.9636,0.0364,4515.4182,0.7636,9.83697636,15,21.58163636,6.12018182,0.7818,55.32070707,2,8
157665,6,51,49,48,0.0625,0.9375,110.9792,0.0208,4380.4167,0.75,8.45763958,16,21.34375,5.4525,0.8125,43.22052154,4,6
157665,7,-33,100,84,0.119,0.881,106.4405,0.0476,4642.0119,0.7738,8.98392619,30,18.0625,5.58345238,0.7738,40.22416667,4,13
157665,8,27,67,71,0.0423,0.9577,100,0.0423,3971.1549,0.7887,7.86455352,25,18.16577465,4.79309859,0.8732,43.6712272,4,13
